experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Senior,Full-time,"Data Engineer",139500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",109400,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",145000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",239748,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",159832,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",186300,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",102500,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Architect",149040,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",113900,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Engineer",153600,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",106800,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",172600,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",107900,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",180180,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",106020,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Architect",376080,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",213120,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Analyst",206500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",121600,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Cloud Database Engineer",170000,"United States",Remote,"United States",L,"Cloud and Database"
Senior,Full-time,"Applied Machine Learning Scientist",90000,"United States",Remote,"United States",L,"Machine Learning and AI"
Senior,Full-time,"Research Engineer",175000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",206000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Manager",65000,Colombia,In-person,Colombia,M,"Leadership and Management"
Senior,Full-time,"Data Manager",48000,Colombia,In-person,Colombia,M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",87000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Data Scientist",145000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Engineer",115100,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Engineer",73900,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",86128,"United Kingdom",Remote,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",58444,"United Kingdom",Remote,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"Financial Data Analyst",130000,"United States",Remote,"United States",L,"Data Analysis"
Senior,Full-time,"Research Scientist",141288,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",94192,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Infrastructure Engineer",184000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Infrastructure Engineer",143000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"ML Engineer",160000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"ML Engineer",147000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Software Data Engineer",74883,Singapore,Remote,Singapore,L,"Data Engineering"
Entry-level,Full-time,"AI Programmer",70000,India,In-person,Australia,L,"Machine Learning and AI"
Entry-level,Full-time,"AI Developer",80000,Sweden,Hybrid,Sweden,M,"Machine Learning and AI"
Executive,Full-time,"Data Engineer",210914,"United States",Remote,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",116704,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Analytics Engineer",185700,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Analytics Engineer",165000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Operations Engineer",193000,"United States",Remote,"United States",M,"Data Quality and Operations"
Senior,Full-time,"Data Operations Engineer",136850,"United States",Remote,"United States",M,"Data Quality and Operations"
Senior,Full-time,"Machine Learning Engineer",139500,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",109400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",276000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",59382,Spain,In-person,Spain,M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",48585,Spain,In-person,Spain,M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",75577,Slovenia,Remote,Slovenia,M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",48585,Slovenia,Remote,Slovenia,M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",198094,"United Kingdom",In-person,"United Kingdom",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",102492,"United Kingdom",In-person,"United Kingdom",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",138666,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Senior,Full-time,"Data Engineer",102492,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Senior,Full-time,"BI Developer",130000,"United States",Remote,"United States",L,"BI and Visualization"
Mid-level,Full-time,"Data Science Lead",150000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"ML Engineer",260000,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"ML Engineer",110000,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",163800,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",126000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Scientist",106250,"United States",In-person,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Engineer",167500,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",106500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",250000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",138000,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",130000,Canada,Remote,Canada,M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",100000,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Deep Learning Researcher",124163,Germany,In-person,Germany,L,"Machine Learning and AI"
Mid-level,Full-time,"Data Science Manager",104500,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Consultant",90000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Consultant",70000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",125000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",127000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",210550,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",153300,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",200000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",161500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",119500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analytics Specialist",105000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analytics Specialist",85000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Research Scientist",215000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",146300,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"AI Developer",215936,Germany,Remote,Germany,L,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",72000,Mexico,Remote,Mexico,M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",60000,Mexico,Remote,Mexico,M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",153400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",122700,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",123900,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",340000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",64781,France,Hybrid,France,M,"Data Science and Research"
Senior,Full-time,"Data Analyst",185900,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",121700,"United States",In-person,"United States",M,"Data Analysis"
Senior,Freelance,"Software Data Engineer",50000,Nigeria,Hybrid,Australia,M,"Data Engineering"
Entry-level,Full-time,"Data Analyst",100000,Uzbekistan,Remote,"United States",L,"Data Analysis"
Executive,Full-time,"Data Engineer",310000,"United States",Remote,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",239000,"United States",Remote,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Analyst",150000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",149076,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",82365,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",97750,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",116990,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",82920,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Machine Learning Scientist",200000,"United States",In-person,"United States",S,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Scientist",125000,"United States",In-person,"United States",S,"Machine Learning and AI"
Senior,Full-time,"Data Manager",155000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Manager",140000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Machine Learning Infrastructure Engineer",205920,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Infrastructure Engineer",171600,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",121500,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",78000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Analyst",79976,"United Kingdom",Remote,"United Kingdom",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",44356,"United Kingdom",Remote,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Data Analyst",180000,"United States",In-person,"United States",M,"Data Analysis"
